Txn Hash,Timestamp,From,To,TokenID,Token_Name,Contract_Address,Value
0xfbab9d1e243dd1d1d4c07ce6787960566f70832a9740d0a0b05c4fa0cc1938c7,"(May 11, 2022 19:13:13 / UTC+9)",0x07fd1d4f644af139218be1f4d5faf68816fbf04d,0xcc7a351c5c6ec87733cc6818c6ae853636877658,5765,[TreasuresWebtoon] Genesis Block,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0xd95baf1c88f1ee332c64182dee4872fec2ff76a5ea47e6cbd2738146c6060711,"(May 11, 2022 19:13:11 / UTC+9)",0xbbfc71d72675abc17e774bd0ee2b8fece47c6f7f,0x4dde44157731626399b22ff78d78047fae8a9140,8570,HAPPIER TOWN,0x41cff281b578f4cf45515d6e4efd535e47e76efd,380
0xf22b15f78dc14fe7f76e9aa77174343f7d1d7e9b06cedf4a0b925774d2ce5e65,"(May 11, 2022 19:13:06 / UTC+9)",0xaeb62619bec6a21b3464f9e48657df7a9f9c5d26,0xcc7a351c5c6ec87733cc6818c6ae853636877658,1213,[TreasuresWebtoon] Genesis Block,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0xe66db96b9a9c487ed4e1a2d479494300679394b281da18ed28839ff472d29b6e,"(May 11, 2022 19:13:01 / UTC+9)",0x07fd1d4f644af139218be1f4d5faf68816fbf04d,0xcc7a351c5c6ec87733cc6818c6ae853636877658,4527,[TreasuresWebtoon] Genesis Block,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0xe8a6a19cebd839f39173d4132e9682722b0a02f26fca1fba5e7aed413b592d54,"(May 11, 2022 19:12:53 / UTC+9)",0x07fd1d4f644af139218be1f4d5faf68816fbf04d,0x0e6eab7f435115f520de326428fc570cc7828559,6583,[TreasuresWebtoon] Genesis Block,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0x027fe92226557d7b13c34c8855ec1b617d8f9e2a41543710d30acc192d6f0e0f,"(May 11, 2022 19:12:32 / UTC+9)",0xaeb62619bec6a21b3464f9e48657df7a9f9c5d26,0x2438b788a725f8074a00b2e7eaaf2f75da716704,1985,[TreasuresCine] Genesis Block : 특송,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0x6c76fcbf0b24841647e92791128e2e38daa88782e1fe18547be73786c7993c15,"(May 11, 2022 19:12:17 / UTC+9)",0xaeb62619bec6a21b3464f9e48657df7a9f9c5d26,0x2438b788a725f8074a00b2e7eaaf2f75da716704,2023,[TreasuresCine] Genesis Block : 특송,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0xb203dd81177a966cc66983404b38dce970c25ad1c4b325661df21648a78ef41a,"(May 11, 2022 19:12:07 / UTC+9)",0xa4f29abaae7e31534b12fd4a1a2d0f5789c5dc29,0x9f5df5c482733023467de15b66af6748faf52398,2578,Meta Toy Gamers,0x41cff281b578f4cf45515d6e4efd535e47e76efd,310
0x45e797e6b414ab4551abc3106ba77b46f0cdd8b01585aa6efd3c271eef648635,"(May 11, 2022 19:11:58 / UTC+9)",0xda934e39944349103927df3fd00828b29858cb62,0xcc7a351c5c6ec87733cc6818c6ae853636877658,3156,[TreasuresWebtoon] Genesis Block,0x41cff281b578f4cf45515d6e4efd535e47e76efd,35
0x76d4348b5be32a6ec02932ea69b891f79610e8132c5d5dad04ee456fe45eb8d2,"(May 11, 2022 19:11:52 / UTC+9)",0xbbfc71d72675abc17e774bd0ee2b8fece47c6f7f,0x1c98784ce65925c8f64d548705e245a94e833f4e,5177,HAPPIER TOWN,0x41cff281b578f4cf45515d6e4efd535e47e76efd,377
0xe7664a9296b7d0663e57fb80d16134affad44271116761181698317ca529057a,"(May 11, 2022 19:11:42 / UTC+9)",0xa4f29abaae7e31534b12fd4a1a2d0f5789c5dc29,0xf5ee098e81a0830f6021c0f8ece4f82efe1f182b,1720,Meta Toy Gamers,0x41cff281b578f4cf45515d6e4efd535e47e76efd,310
